utteranceID,Group,CPS_CONST_SharesU_Situation,CPS_CONST_SharesU_CorrectSolutions,CPS_CONST_SharesU_IncorrectSolutions,CPS_CONST_EstablishesCG_Confirms,CPS_CONST_EstablishesCG_Interrupts,CPS_NEG_Responds_Reasons,CPS_NEG_Responds_QuestionsOthers,CPS_NEG_Responds_Responds,CPS_NEG_MonitorsE_Results,CPS_NEG_MonitorsE_Strategizes,CPS_NEG_MonitorsE_Save,CPS_NEG_MonitorsE_GivingUp,CPS_MAINTAIN_Initiative_Suggestions,CPS_MAINTAIN_Initiative_Compliments,CPS_MAINTAIN_Initiative_Criticizes,CPS_MAINTAIN_FulfillsR_Support,CPS_MAINTAIN_FulfillsR_Apologizes,CPS_MAINTAIN_FulfillsR_InitiatesOffTopic,CPS_MAINTAIN_FulfillsR_JoinsOffTopic,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
Group_03_122,Group_03,,,,,,,1,,1,,,,,,,,,,,39.3071,0.22449829,33.813328,40.768543,45.480515,11.667187,245.1905,232.55406,385.9741,614.45526,0.93533933,0.8609712,0.32985562,0.68148226,1.3723599,1.0425043,16.64813,10.68491,11.21989,7.243421,0.7719463,1.1689372,18.90524,0.46548477,-3.0786695,-3.847687,2.571215,4.4213624,-6.3421645,-2.1424112,0.066775,1.4850354,1.3391877,0.6206415,4.248138,1.3769312,8.296218,2.1822343,15.179044,0.8760261,630.04626,0.3406761,1193.5002,0.2186588,-95.66387,-0.9603578,1662.2063,0.1457558,930.4299,0.38288242,-78.797844,-1.0298629,2768.7568,0.08794289,816.53723,0.4328456,-82.29691,-0.9560976,-11.938014,-0.67224914,21.981907,0.38619107,0.011242531,3.7199106,-0.016533032,-0.5805361,0.95803934,1.0765187,21.410515,0.3672575,-4.0450892,-3.2232597,1.7496017,7.2179837,-10.969042,-1.1735234,-10.826981,21.07017,-0.02484448,-0.008684588,0.4324708,3.2622335,3.9141417,0.15903226,0.19866252,0.08357142,0.08155691,-25.855064
Group_03_123,Group_03,,,1,,,,,,,,,,1,,,,,,,29.893412,0.28693086,23.488083,35.924175,36.780014,13.291931,528.56757,747.12244,124.6764,72.300514,0.33994344,0.53257674,0.15623969,0.31923375,0.49703354,0.34079385,5.340511,3.0565178,3.1307294,1.5024269,0.15004833,0.5343633,24.239721,0.40162814,8.229619,1.56525,10.3450365,1.021489,0.24234375,52.759853,0.064689755,1.5726805,1.487765,0.762102,4.66122,1.1720386,10.003698,2.1831062,21.796263,0.4012695,485.1623,0.32213306,1262.8726,0.16587192,-65.04774,-1.2680056,1549.0409,0.12725623,886.6747,0.2963557,-64.41147,-1.1416435,2674.3296,0.09080854,882.958,0.5118915,-69.03347,-1.0269427,-15.179625,-0.3985495,24.421785,0.31594095,-0.003071918,-11.408429,-0.016478755,-0.48099008,0.16813856,0.47506857,27.414135,0.25786924,5.53191,2.2047217,11.731707,0.9198234,-2.8855088,-4.153039,-15.962112,26.068949,-0.03824877,-0.009413348,0.09726391,4.2510123,2.8629858,0.255,0.29923117,0.088181816,0.06753022,-39.87214
Group_03_124,Group_03,,,,,,,,,,,,,1,,,,,,,21.119955,0.34545943,14.538492,18.352308,26.630611,12.092119,366.09,236.84991,178.85858,130.66156,0.19617021,1.1240017,0.10252918,0.14873019,0.21574494,0.11321576,6.0894136,9.660165,3.193851,3.0951767,0.15901753,2.942091,22.81907,0.24750878,12.776887,0.7714459,4.261659,1.841167,0.2819052,27.892382,0.08251253,0.6556409,2.001442,0.7065606,-2.7238743,-1.810291,10.394597,2.9999251,21.697905,0.34690067,525.33374,0.34205905,1285.4918,0.13888714,-149.71092,-0.50127256,1573.0221,0.13673691,981.1752,0.33071217,-153.58025,-0.45164284,2716.79,0.072464965,825.3841,0.34661388,-154.80536,-0.43694037,-16.995108,-0.27246538,26.82313,0.2146913,-0.004986543,-7.2686853,-0.014191401,-0.56004256,0.32497072,2.6436841,25.527395,0.22148041,10.419552,0.9760461,6.209519,1.4695457,-1.0118376,-9.125436,-17.41079,28.132307,-0.02730708,-0.011543749,0.097843155,1.3793104,4.609929,0.048461538,0.052454542,0.155,0.12318684,-37.530945
Group_03_125,Group_03,,,,,,,1,,,,,,,,,,,,,28.16088,0.33800456,15.245208,33.058907,36.0755,20.830292,151.1843,109.43574,149.54623,86.36598,0.3544857,0.9240954,0.14199267,0.22811395,0.4812121,0.33921945,5.996347,4.549731,6.18789,4.4798355,0.27795818,1.2762645,24.721296,0.28859675,7.5525565,1.139107,11.908782,0.9415621,3.8525686,2.2122507,0.10047764,1.2515154,2.1105852,0.60558206,3.0505884,1.9337363,9.011886,2.8558774,19.433609,0.35671303,558.1013,0.41501343,1255.971,0.17876513,-93.111885,-0.9071573,1615.2721,0.13440159,1009.7387,0.381954,-93.057976,-0.8265888,2661.635,0.12453724,902.70935,0.38653845,-94.79886,-0.7960905,-17.442097,-0.34024423,28.134686,0.27597994,-0.01033579,-3.3857143,-0.012423164,-0.65218467,0.37760675,1.1059165,26.7502,0.28797013,7.653407,1.2051834,14.666176,0.8803705,2.9879026,3.3133917,-17.799091,29.356968,-0.04528858,-0.008730534,0.11767016,2.909091,4.074074,0.14545454,0.13506655,0.0911111,0.08697949,-34.369453
Group_03_126,Group_03,,,,,,,,,,,,,,,,,,,,32.824642,0.3224052,17.21336,36.792336,39.474506,22.261147,275.3721,247.96469,80.73282,21.823322,0.3635187,0.7276296,0.1902643,0.26637667,0.55435044,0.36408615,7.0885215,6.576877,3.1843925,2.586272,0.21398795,1.6962507,15.625577,0.65007406,6.456028,1.6283827,16.463415,0.6295903,7.043414,1.2467214,0.039903767,0.8770934,1.44643,0.66741264,3.8582447,1.7504035,13.574398,1.796948,16.322544,0.49450383,550.70483,0.43725756,1181.9712,0.18071675,-142.29001,-0.5480906,1639.3872,0.13017915,831.05115,0.46163937,-121.04967,-0.6550236,2726.17,0.08440672,895.52856,0.5652812,-122.06409,-0.6413398,-16.341572,-0.5574988,25.820574,0.39181352,-0.016933693,-2.199352,-0.008239628,-0.886477,0.30660078,1.6722138,19.327623,0.5543634,9.834011,1.0510143,17.971357,0.62448084,5.966365,1.5335169,-11.107606,19.61101,-0.04201017,-0.004979217,0.13940924,2.247191,3.7142856,0.11461538,0.14334548,0.13307692,0.13034773,-36.37495
Group_03_127,Group_03,,,,1,1,,1,,,,,,,,,,,,,31.33299,0.23481548,25.401985,33.484234,36.44805,11.046066,264.8251,328.6605,452.14758,735.3322,0.43529463,0.53261554,0.22329007,0.41438594,0.6144809,0.39119083,4.2211742,2.3590794,4.0586805,2.3109674,0.22312608,0.5781611,21.238209,0.5610102,12.135273,1.0354599,19.618517,0.8385323,-1.2321981,-12.16304,0.055638462,1.5211841,1.2600031,0.5959917,4.655938,1.13963,8.588581,1.6590388,21.61016,0.47192973,451.08267,0.3519311,1095.4235,0.17832717,-62.99762,-1.3564819,1612.2506,0.12598649,711.54785,0.5286554,-69.36053,-1.0407395,2603.179,0.08812791,932.81055,0.5199347,-69.58785,-1.0340245,-16.50487,-0.32731962,24.157736,0.27598205,0.017175358,2.299447,-0.021241458,-0.43947977,0.24670954,0.5351918,24.323845,0.39997786,10.504196,1.2183094,20.175173,0.84545934,-3.5109642,-4.4136057,-14.682862,22.368338,-0.032390364,-0.012426982,0.16489956,3.5940802,3.2188842,0.222,0.22039965,0.089999996,0.060151324,-36.17313
Group_03_128,Group_03,,,,,,,,,,,,,,,,,,,,14.554706,0.09679949,12.63787,14.677084,15.84042,3.20255,54.376835,0,-32.877605,0,0.15049163,0.3332307,0.10849617,0.13631962,0.186532,0.07803584,1.1606357,0.73987615,0.6668388,0.5947788,0.11617135,0.71046627,15.788292,0.26463535,10.396858,0.8030792,17.248201,0.42862418,9.080365,0.82619935,0.09948102,0,1.5081719,0.18232368,-3.7492697,-0.48612285,19.390171,1.6653557,16.876173,0.2736965,750.2667,0.4801998,1398.2716,0.11766996,-192.18166,-0.17247593,1723.7029,0.14920017,952.7627,0.2789884,-191.59448,-0.17348777,2898.092,0.109813474,745.25073,0.62679034,-191.64583,-0.17281465,-15.941182,-0.13101986,25.266632,0.13002655,-0.058365066,-0.32972336,-0.000998158,-3.5741363,0.067406885,0.25010777,13.614565,0.20781243,10.873129,0.18329442,19.603582,0.14585148,10.085642,0.3163054,-19.216255,28.308554,-0.05985148,-0.006679894,0.122825086,2.2624433,1.4084508,0.03,0,0.4825,0.49281713,-45.479305
Group_03_129,Group_03,,,,,,,,,,,,,,,,,,,,14.830273,0.056273185,14.277416,15.107555,15.396347,1.1189308,64.51648,26.18464,49.302868,30.522348,0.12654138,0.36910933,0.09658315,0.10574292,0.14469242,0.04810927,0.5028302,0.12210177,0.56360173,0.59512085,0.084406555,0.5435504,16.53995,0.24999438,15.7087965,0.32264134,11.601309,0.3474709,7.3488207,0.4505084,0.07635933,1.3305713,1.7378069,0.5960126,-5.8888903,-0.65444344,12.1552105,2.7228143,22.446568,0.21261156,441.67978,0.22549938,1317.5873,0.10607057,-167.3494,-0.3592466,1546.0969,0.10362548,999.87225,0.15054655,-170.12987,-0.3237681,2561.3884,0.057550218,835.652,0.38399577,-170.02122,-0.3253201,-21.063894,-0.14022031,30.13999,0.13029452,-0.047228847,-0.35032305,-0.007734744,-0.39072308,0.04681213,0.33906934,18.120516,0.09349829,18.670923,0.18485184,13.084251,0.32207346,7.0289736,0.31897527,-20.147026,30.103498,-0.052129976,-0.005122203,0.09412014,1.5,2.5641026,0.06,0.039496835,0.21857142,0.18802951,-49.426704
Group_03_13,Group_03,,,,,,,,,,,,,,,,,,,,15.849076,0.23695485,12.821098,14.169679,18.89523,6.074131,317.81824,327.98697,208.78514,220.11734,0.30452362,1.3456535,0.12428621,0.16719459,0.3496926,0.22540641,5.2648773,3.502018,5.3046017,6.363328,0.2819945,2.5498774,19.141027,0.36072704,9.610279,0.9058134,7.1016254,0.9556887,3.5242977,1.5154451,0.2767232,0.6749502,2.6948924,0.6823162,-5.1488056,-0.6683909,20.783716,2.3453977,16.19389,1.2044139,657.6272,0.3386047,1287.706,0.1641358,-130.49582,-0.637889,1766.8588,0.15722576,1021.67737,0.2080245,-132.97455,-0.5929511,2811.2756,0.11070926,794.62024,0.36193758,-133.9177,-0.58018357,-17.747492,-0.27226883,28.054045,0.21760046,-0.047931816,-0.4419015,-0.008632786,-0.70724016,0.5074353,2.243965,19.632612,0.25536022,12.713302,0.40811035,9.284464,0.49055803,3.7972977,1.1761154,-15.028025,25.266811,-0.045277666,-0.007052444,0.1555707,1.8604653,4.347826,0.078888886,0.039283708,0.14625,0.13765332,-32.931957
Group_03_130,Group_03,,,,,,,,,,,,,,,,,,,,21.12458,0.4430342,13.551425,15.390736,35.635567,22.08414,724.9463,918.3503,115.58012,82.28456,0.16860668,0.52103275,0.10674199,0.13376284,0.22827089,0.1215289,3.0366406,4.00887,1.9118203,1.4637827,0.111192934,0.66869295,17.219639,0.4145737,12.785921,0.53421533,15.3386965,0.42234015,9.128657,0.68472207,0.09782646,0.9777831,1.9959512,0.7153762,-0.8794197,-7.3773074,9.081423,2.2010567,20.152824,0.31935918,497.01855,0.4362957,1296.9714,0.13253112,-124.01308,-0.68703365,1591.508,0.1366831,857.9227,0.24884461,-127.62954,-0.62639135,2692.6436,0.09695021,769.55566,0.37217903,-128.57715,-0.61249745,-20.349901,-0.22234307,30.504963,0.17878807,-0.043876942,-0.6494054,-0.009232209,-0.75647867,0.09372852,0.42642415,21.874422,0.1927456,13.960255,0.43948725,15.913294,0.36083925,9.81956,0.5745233,-18.719265,29.009954,-0.057241704,-0.003184515,0.12834993,3.0716724,3.1578948,0.12333333,0.10540925,0.151,0.17160712,-45.295994
Group_03_131,Group_03,,,,,,,,,,,,,,,,,,,,16.896082,0.3129232,13.2535095,14.471125,23.777733,10.524223,275.7293,0,-92.64145,120.618546,0.25488934,0.508743,0.14228873,0.22565588,0.34882867,0.20653994,2.948714,2.2039845,2.3045964,1.2089394,0.1611332,0.9996916,12.408227,0.55944306,2.8234017,3.447444,8.117871,1.162156,7.3234143,0.9381947,0.003745873,0,2.2672393,0.10710205,-6.1669884,-0.8122428,32.463078,1.332711,13.593631,0.28708726,545.9274,0.4968738,1391.8549,0.18827616,-191.53773,-0.17745161,1549.0366,0.22642708,1037.3767,0.27700567,-191.89742,-0.17065878,2664.398,0.091208115,1153.2964,0.41866985,-192.08296,-0.16692749,-17.899912,-0.33183968,29.79702,0.16373597,-0.06214346,-0.6618651,-0.003431599,-0.996508,0.28660256,1.2637533,16.189014,0.17728102,9.524359,0.62591296,10.908948,1.0699198,8.597629,0.9084177,-13.528278,25.282495,-0.05741971,0.001022196,0.15723678,4.435484,1.234568,0.023333332,0.004714045,0.5725,0.1362672,-41.683907
Group_03_132,Group_03,,,,,1,,,,,,,,,,,1,,,,34.92443,0.14175165,32.095463,35.777245,38.33658,6.2411156,289.3967,322.14178,181.3808,304.17355,0.7175993,0.6425916,0.33944646,0.6207678,1.060882,0.72143555,10.670286,7.1559258,7.502771,4.4062657,0.44464642,1.262277,22.404573,0.455361,-1.8548708,-6.1212306,10.219928,1.3431336,-2.1719422,-5.2384853,0.057860743,1.8170209,1.3338051,0.69858164,5.551417,0.93218774,5.6880307,1.9762174,16.305428,0.5547818,597.896,0.3914221,1230.6582,0.26097578,-69.48751,-1.2348166,1630.3364,0.13509357,897.95654,0.3852196,-65.62021,-1.1645812,2689.774,0.10341826,869.12897,0.44200298,-68.24968,-1.0970329,-12.484755,-0.54836255,21.081444,0.40548632,0.012152973,2.9151013,-0.014885448,-0.70177686,0.5207029,1.206022,25.092424,0.36773518,-1.9166878,-6.0080547,10.5931,1.3714877,-3.47884,-3.204268,-8.841363,17.84525,-0.025848754,-0.008368606,0.24114771,3.1890662,2.2909508,0.31149998,0.3808842,0.10894737,0.090837896,-30.599173
Group_03_133,Group_03,,,,,,,,,,,,,,,,,,,,18.828594,0.49175823,13.240247,14.512724,26.507944,13.267697,413.02957,357.9737,228.04053,82.32759,0.1612174,0.6282489,0.096522175,0.11605077,0.22502524,0.12850305,2.4879289,1.4557045,3.7230318,4.4709344,0.07900638,0.6545891,16.95556,0.39251003,15.215164,0.45442796,8.338637,0.9814099,4.039286,1.4096651,0.07949417,0.39737886,2.1808755,0.46264142,-4.3380737,-1.0508863,28.105894,1.6862208,23.529331,0.32085684,538.6132,0.42277926,1330.0979,0.16000353,-157.15797,-0.409854,1596.7185,0.16091897,990.5836,0.30643934,-157.9048,-0.3894458,2753.4836,0.102561235,721.20715,0.35297102,-158.45369,-0.38160494,-17.146114,-0.43733144,27.070457,0.26560363,-0.036699925,-1.0194387,-0.00685192,-0.85730326,0.09783541,0.8959329,17.866995,0.31651798,15.969328,0.44574732,6.807767,1.611105,4.8415794,1.4367015,-16.194498,25.381622,-0.036137193,-0.006142438,0.07489623,3,5.1813474,0.03,0.01183216,0.139,0.109402925,-49.13844
Group_03_134,Group_03,,,,,,,,,,,,,,,,,,,,17.800636,0.29637438,13.122867,14.739027,25.362022,12.239156,95.62924,96.13892,77.2002,46.862675,0.2197413,0.617002,0.12784454,0.1637867,0.290629,0.16278446,5.495847,3.666976,2.9681406,2.7598016,0.15797253,0.680497,19.01886,0.26364496,12.12589,0.36180004,7.182902,0.8760725,4.9074907,1.3158576,0.086621724,1.259849,2.5000632,0.5148619,-4.6604857,-1.1696737,21.30175,1.9246309,22.146446,0.18500961,627.93164,0.35767615,1403.1865,0.14706191,-115.43582,-0.72981054,1666.327,0.18625636,1188.637,0.2091433,-119.63951,-0.66667783,2765.1184,0.12253169,966.59094,0.26806056,-121.36467,-0.64027274,-19.801962,-0.2499571,31.213758,0.1773426,-0.044937383,-0.7688413,-0.009073223,-0.62795943,0.17505275,0.6559912,20.576202,0.24839075,12.573032,0.37718084,6.8027673,1.0327572,4.890704,1.4537264,-17.859676,29.41254,-0.047808938,-0.007004526,0.14720096,4,5.1546392,0.081999995,0.0586174,0.10111111,0.09585225,-42.71223
Group_03_135,Group_03,,,,,,,,,1,,,,,,,,,,,30.568375,0.3135998,21.67266,34.862392,38.77951,17.10685,500.6171,696.65906,118.154884,54.986084,0.28369528,0.58358794,0.15099405,0.25722456,0.38381135,0.2328173,4.182879,2.5624924,2.7225072,1.9449614,0.17806347,0.87541276,23.007603,0.2469165,10.040393,0.90157056,9.360123,1.0639291,1.2678791,7.156002,0.07005924,1.6651368,1.7968172,0.55195445,2.7032762,2.1348429,8.841091,2.5318944,19.70159,0.4558767,601.1855,0.36647022,1271.4973,0.17379329,-80.69519,-1.0489736,1690.0852,0.16027477,1029.1445,0.42309216,-80.08808,-0.9484353,2747.2698,0.107204616,922.76324,0.3287914,-81.53022,-0.9200424,-17.089315,-0.3951593,26.72222,0.30080098,-0.017767575,-1.8146149,-0.013362978,-0.7338605,0.19124854,0.95030826,24.137064,0.21655765,9.694441,1.0371466,9.965463,1.1383182,-1.032915,-8.81223,-19.828686,31.376146,-0.04738578,-0.008071997,0.15595163,3.2418954,4.3037977,0.14705881,0.10931684,0.067499995,0.03848701,-41.220665
Group_03_136,Group_03,,,,,,1,,,1,,,,,,,,,,,30.75082,0.23199777,24.69286,33.247536,35.477043,10.7841835,350.06644,432.9786,173.4329,220.81195,0.32576475,0.5928408,0.1744107,0.27672303,0.4505775,0.2761668,7.672058,9.358241,3.8504534,2.736766,0.19795136,0.90271133,23.107113,0.36276537,10.978052,0.946034,15.944357,0.84067315,4.136666,2.83586,0.052326284,1.6676065,1.3600411,0.69038653,5.4518523,1.0214481,6.559777,2.1511276,20.681675,0.5945184,481.25995,0.34338373,1223.7618,0.18996255,-73.89774,-1.134568,1602.0042,0.130697,881.607,0.40396407,-78.25422,-0.9444376,2626.5264,0.08826391,880.6408,0.40235332,-79.7904,-0.9133115,-19.42738,-0.32684866,28.471731,0.2550792,-0.020505708,-1.7941679,-0.015770638,-0.57411015,0.21015728,0.8264489,25.847048,0.25731194,11.54483,0.90714973,18.986269,0.70498306,1.6509459,7.5372286,-17.237877,28.320162,-0.053624965,-0.005511561,0.17009029,3.127962,3.5271688,0.19135135,0.2035119,0.088,0.08541662,-37.85591
Group_03_137,Group_03,,,,,1,,,,,,,,,,,1,,,,35.6965,0.26497662,25.496487,38.950546,43.878536,18.38205,138.8957,93.08443,450.86707,648.6513,0.36196628,0.55708414,0.16918844,0.31630757,0.55080897,0.38162053,4.5940027,3.5182397,4.064777,3.3196454,0.21201347,0.6866625,24.662157,0.4171416,10.971349,0.86607665,9.455626,1.1675525,-2.146085,-4.504152,0.050838035,1.6267653,1.2749344,0.7290133,7.288899,0.8813859,2.556453,2.3906727,19.157085,0.47342694,543.5751,0.2921685,1302.2511,0.18585141,-76.11385,-1.1218389,1629.3955,0.12767364,946.2041,0.3257448,-70.14113,-1.0030135,2757.1487,0.092222825,856.44366,0.3741841,-75.29758,-0.88771576,-20.244076,-0.34067255,30.296604,0.2247922,0.003120374,11.614363,-0.016856309,-0.5664764,0.24426465,0.5848809,28.85427,0.24089293,11.023439,0.8443446,7.8229623,1.3825006,-4.044672,-2.3265307,-11.95838,19.733027,-0.028030679,-0.008652431,0.13226685,3.9344263,2.6755853,0.275,0.18418741,0.07875,0.040446725,-36.799118
Group_03_138,Group_03,,,,,,,,,,,,,,1,,,,,,35.777367,0.3411932,15.888445,39.228264,45.25114,29.362696,145.88733,136.19897,156.77132,137.99924,0.6432686,1.3750156,0.11737489,0.18946715,1.1726702,1.0552953,21.345081,17.641901,14.296262,5.6200542,0.5734107,1.7103878,21.377115,0.25674233,3.74729,3.3047736,4.5986886,2.2243629,-5.5370355,-3.3710873,0.07476879,1.5135491,1.2441285,0.63595223,3.581778,1.576902,6.461984,1.1926808,18.601877,0.40559322,653.9159,0.39631376,1252.3676,0.20958972,-131.1171,-0.6570348,1659.0776,0.20366342,979.318,0.29904023,-114.04336,-0.7528272,2864.4011,0.0835501,642.5265,0.6150442,-116.88204,-0.70600915,-12.529983,-0.57083404,24.046373,0.30882147,0.0298813,1.9072855,-0.006042177,-1.6439912,1.0848621,1.1390243,23.904566,0.25197497,-1.9918647,-6.668418,1.4598771,7.0726485,-16.998426,-1.1538895,-18.47443,30.240837,-0.04669552,-0.00565389,0.11885055,1.4527844,3.1941035,0.13846155,0.21525821,0.16499999,0.19589539,-26.091473
Group_03_139,Group_03,,,,,,,,,,,,,,,,1,1,,,30.312433,0.36067045,15.92969,34.164886,39.358738,23.429047,292.7259,212.12119,109.2411,52.823364,0.4368974,0.84945667,0.16103597,0.30912384,0.7161951,0.55515915,10.015607,5.6642933,8.440558,6.3731117,0.29043904,1.1269343,20.13276,0.4255191,7.1555057,1.5495814,10.79395,1.0145154,-0.7016922,-17.745909,0.07033734,1.6580669,1.4258131,0.68302876,2.814346,2.222383,7.862378,2.5769975,17.946648,0.8986027,604.9753,0.43431863,1169.5544,0.23382089,-92.76418,-0.93846077,1683.2866,0.17484197,954.1129,0.37210074,-89.90754,-0.8832443,2743.1685,0.11052455,802.03674,0.41468996,-92.04904,-0.8443195,-15.510835,-0.41547954,24.540123,0.28928924,-0.006077164,-6.520058,-0.013084046,-0.8512433,0.36289653,1.0493082,22.786867,0.33859473,6.374731,1.8816075,11.816527,1.0142179,-3.5670757,-3.713055,-14.8419895,24.66073,-0.04032557,-0.006722633,0.17145991,2.2492971,4.0489645,0.1460465,0.16064027,0.09243243,0.079979904,-33.56233
Group_03_14,Group_03,,,,,,,,,,,,,,,,,,,,17.983122,0.30726832,12.947306,14.870916,24.275951,11.328646,393.03418,658.3273,82.88243,60.68284,0.13742475,0.89937484,0.09622136,0.11128788,0.15012848,0.053907126,0.26777327,0.15491517,3.1439345,0,0.09618989,2.217049,19.974142,0.2632511,16.365,0.53472835,10.871,0.68489885,5.414549,0.8626997,0.07765129,1.2302129,1.2580953,0.6094694,-2.3273373,-2.4676507,24.34954,1.4279486,28.589169,0.3528543,418.50076,0.275065,1260.8726,0.109405264,-139.42288,-0.58250594,1533.841,0.087514624,999.4098,0.23188287,-144.8304,-0.5118388,2593.8062,0.07300632,747.6269,0.27622074,-145.0578,-0.5079021,-22.84762,-0.22217007,31.518097,0.16159931,-0.037662808,-0.61596185,-0.010843647,-0.3270586,0.14062536,2.6238992,22.434666,0.25319302,20.48995,0.4674418,14.303434,0.49895126,7.2552814,0.74433506,-19.00256,28.736677,-0.044072345,-0.008861853,0.07567658,0.28089887,2.8490028,0.101,0.15155527,0.20636363,0.19923823,-43.378292
Group_03_140,Group_03,,,,,,,,,,,,,,,,,,,,14.076881,0.10661499,12.709137,13.536537,15.455345,2.7462082,79.780495,27.776196,207.40724,147.7404,0.17000057,0.37826952,0.1083119,0.1582963,0.22727539,0.11896349,2.2949913,1.0203719,1.1197823,0.6889401,0.14100586,0.8956423,13.4185705,0.38234603,12.329142,0.45568684,12.313661,0.37540534,7.169197,0.9489946,0,0,1.6867614,0.3072,-4.080862,-0.9254279,17.559366,1.9408019,18.308546,0.24428418,448.1256,0.27790022,1377.3591,0.17721285,-181.36505,-0.2522367,1456.8806,0.0855326,1100.8308,0.24597043,-182.21222,-0.24073616,2511.3875,0.051897883,917.36536,0.55138296,-182.37265,-0.23788004,-17.158209,-0.3495329,27.157274,0.28111452,-0.05139143,-0.41799003,-0.003562777,-1.6644759,0.1586431,0.93644935,15.177544,0.35482463,13.683241,0.37906936,9.50259,0.39374486,10.104122,0.81604874,-18.410374,28.224543,-0.055879302,-0.004750853,0.14230397,3.5,1.5463918,0.036666665,0.012472192,0.342,0.20380382,-42.65351
